"x","y"
0,0
0.5,0
0.5,0.433012701892219
0.5,0.649519052838329
0.25,0.324759526419165
0.375,0.595392465101802
0.6875,0.297696232550901
0.59375,0.58186081816767
0.796875,0.290930409083835
0.8984375,0.145465204541917
0.94921875,0.0727326022709587
0.474609375,0.0363663011354794
0.4873046875,0.451195852459959
0.74365234375,0.225597926229979
0.371826171875,0.11279896311499
0.6859130859375,0.0563994815574949
0.34295654296875,0.0281997407787474
0.421478271484375,0.447112572281593
0.710739135742188,0.223556286140797
0.355369567871094,0.111778143070398
0.177684783935547,0.0558890715351991
0.588842391967773,0.0279445357675996
0.544421195983887,0.446984969776019
0.772210597991943,0.22349248488801
0.386105298995972,0.111746242444005
0.193052649497986,0.0558731212220024
0.346526324748993,0.46094926250322
0.673263162374496,0.23047463125161
0.336631581187248,0.115237315625805
0.418315790593624,0.490631359705122
0.459157895296812,0.67832838174478
0.479578947648406,0.772176892764609
0.239789473824203,0.386088446382305
0.619894736912102,0.193044223191152
0.809947368456051,0.0965221115955762
0.904973684228025,0.0482610557977881
0.452486842114013,0.024130527898894
0.726243421057006,0.012065263949447
0.363121710528503,0.00603263197472351
0.181560855264252,0.00301631598736176
0.0907804276321258,0.00150815799368088
0.545390213816063,0.000754078996840439
0.772695106908031,0.000377039498420219
0.886347553454016,0.00018851974921011
0.443173776727008,9.42598746050549e-05
0.471586888363504,0.433059831829522
0.735793444181752,0.216529915914761
0.867896722090876,0.10826495795738
0.683948361045438,0.48714518087091
0.841974180522719,0.243572590435455
0.920987090261359,0.121786295217727
0.71049354513068,0.493905849501083
0.85524677256534,0.246952924750542
0.92762338628267,0.123476462375271
0.463811693141335,0.0617382311876354
0.731905846570667,0.0308691155938177
0.365952923285334,0.0154345577969088
0.682976461642667,0.00771727889845442
0.591488230821333,0.436871341341447
0.795744115410667,0.218435670670723
0.647872057705333,0.542230537227581
0.323936028852667,0.27111526861379
0.661968014426333,0.135557634306895
0.330984007213167,0.0677788171534476
0.165492003606583,0.0338894085767238
0.332746001803292,0.449957406180581
0.666373000901646,0.224978703090291
0.583186500450823,0.545502053437365
0.791593250225411,0.272751026718682
0.895796625112706,0.136375513359341
0.697898312556353,0.50120045857189
0.598949156278176,0.683612931178164
0.799474578139088,0.341806465589082
0.899737289069544,0.170903232794541
0.449868644534772,0.0854516163972705
0.724934322267386,0.0427258081986353
0.862467161133693,0.0213629040993176
0.931233580566847,0.0106814520496588
0.465616790283423,0.00534072602482941
0.732808395141712,0.0026703630124147
0.366404197570856,0.00133518150620735
0.183202098785428,0.000667590753103676
0.091601049392714,0.000333795376551838
0.545800524696357,0.000166897688275919
0.772900262348178,8.34488441379595e-05
0.886450131174089,4.17244220689798e-05
0.443225065587045,2.08622110344899e-05
0.721612532793522,1.04311055172449e-05
0.360806266396761,5.21555275862247e-06
0.680403133198381,2.60777637931123e-06
0.34020156659919,1.30388818965562e-06
0.420100783299595,0.433013353836314
0.210050391649798,0.216506676918157
0.605025195824899,0.108253338459079
0.802512597912449,0.0541266692295393
0.901256298956225,0.0270633346147696
0.950628149478112,0.0135316673073848
0.725314074739056,0.439778535545912
0.612657037369528,0.652901969665175
0.556328518684764,0.759463686724807
0.778164259342382,0.379731843362403
0.639082129671191,0.622878623573421
0.319541064835596,0.31143931178671
0.659770532417798,0.155719655893355
0.329885266208899,0.0778598279466776
0.664942633104449,0.0389299139733388
0.582471316552225,0.452477658878889
0.791235658276112,0.226238829439444
0.645617829138056,0.546132116611941
0.822808914569028,0.273066058305971
0.411404457284514,0.136533029152985
0.205702228642257,0.0682665145764927
0.102851114321129,0.0341332572882463
0.551425557160564,0.0170666286441232
0.775712778580282,0.00853331432206159
0.887856389290141,0.00426665716103079
0.693928194645071,0.435146030472735
0.346964097322535,0.217573015236367
0.173482048661268,0.108786507618184
