"x","y"
0,0
0.25,0.433012701892219
0.625,0.21650635094611
0.8125,0.108253175473055
0.90625,0.0541265877365274
0.453125,0.0270632938682637
0.7265625,0.0135316469341319
0.36328125,0.00676582346706593
0.431640625,0.436395613625752
0.2158203125,0.218197806812876
0.35791015625,0.542111605298657
0.678955078125,0.271055802649329
0.5894775390625,0.568540603216884
0.54473876953125,0.717283003500661
0.522369384765625,0.79165420364255
0.511184692382812,0.828839803713494
0.505592346191406,0.847432603748966
0.252796173095703,0.423716301874483
0.626398086547852,0.211858150937242
0.563199043273926,0.53894177736084
0.281599521636963,0.26947088868042
0.140799760818481,0.13473544434021
0.0703998804092407,0.067367722170105
0.0351999402046204,0.0336838610850525
0.51759997010231,0.0168419305425263
0.508799985051155,0.441433667163482
0.504399992525578,0.653729535473961
0.502199996262789,0.7598774696292
0.501099998131394,0.812951436706819
0.250549999065697,0.40647571835341
0.625274999532849,0.203237859176705
0.562637499766424,0.534631631480572
0.281318749883212,0.267315815740286
0.140659374941606,0.133657907870143
0.320329687470803,0.499841655827291
0.160164843735402,0.249920827913645
0.330082421867701,0.557973115849042
0.41504121093385,0.71199925981674
0.457520605466925,0.789012331800589
0.728760302733463,0.394506165900295
0.364380151366731,0.197253082950147
0.432190075683366,0.531639243367293
0.466095037841683,0.698832323575866
0.233047518920841,0.349416161787933
0.616523759460421,0.174708080893966
0.80826187973021,0.0873540404469832
0.904130939865105,0.0436770202234916
0.702065469932553,0.454851212003965
0.601032734966276,0.660438307894202
0.800516367483138,0.330219153947101
0.900258183741569,0.16510957697355
0.700129091870785,0.515567490378995
0.850064545935392,0.257783745189497
0.675032272967696,0.561904574486968
0.587516136483848,0.713964989135703
0.543758068241924,0.789995196460071
0.521879034120962,0.828010300122255
0.510939517060481,0.847017851953347
0.255469758530241,0.423508925976673
0.12773487926512,0.211754462988337
0.0638674396325601,0.105877231494168
0.0319337198162801,0.0529386157470842
0.51596685990814,0.0264693078735421
0.25798342995407,0.013234653936771
0.128991714977035,0.00661732696838552
0.564495857488517,0.00330866348419276
0.282247928744259,0.00165433174209638
0.641123964372129,0.00082716587104819
0.320561982186065,0.000413582935524095
0.160280991093032,0.000206791467762048
0.0801404955465162,0.000103395733881024
0.540070247773258,5.16978669405119e-05
0.520035123886629,0.43303855082569
0.760017561943314,0.216519275412845
0.630008780971657,0.541272339598642
0.315004390485829,0.270636169799321
0.407502195242914,0.56833078679188
0.203751097621457,0.28416539339594
0.101875548810729,0.14208269669797
0.550937774405364,0.071041348348985
0.275468887202682,0.0355206741744925
0.137734443601341,0.0177603370872462
0.318867221800671,0.441892870435842
0.409433610900335,0.653959137110141
0.704716805450168,0.32697956855507
0.852358402725084,0.163489784277535
0.426179201362542,0.0817448921387676
0.713089600681271,0.0408724460693838
0.856544800340636,0.0204362230346919
0.428272400170318,0.0102181115173459
0.214136200085159,0.00510905575867297
0.607068100042579,0.00255452787933649
0.30353405002129,0.00127726393966824
0.151767025010645,0.000638631969834122
0.575883512505322,0.000319315984917061
0.287941756252661,0.00015965799245853
0.393970878126331,0.433092530888449
0.446985439063165,0.649558967336444
0.223492719531583,0.324779483668222
0.611746359765791,0.162389741834111
0.305873179882896,0.0811948709170554
0.652936589941448,0.0405974354585277
0.326468294970724,0.0202987177292639
0.163234147485362,0.0101493588646319
0.581617073742681,0.00507467943231597
0.79080853687134,0.00253733971615798
0.64540426843567,0.434281371750298
0.322702134217835,0.217140685875149
0.411351067108918,0.541583044829794
0.705675533554459,0.270791522414897
0.852837766777229,0.135395761207448
0.426418883388615,0.0676978806037242
0.213209441694307,0.0338489403018621
0.606604720847154,0.0169244701509311
0.303302360423577,0.00846223507546553
0.151651180211788,0.00423111753773276
0.575825590105894,0.00211555876886638
0.287912795052947,0.00105777938443319
0.643956397526473,0.000528889692216596
0.571978198763237,0.433277146738328
